ID,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit ,WS Benefit Score ,SFTS,SFS_Function,SFS_Benefit ,SFS Benefit Score,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,WFR,WFR_Function,WFR_Benefit,WFR_Benefit Rating,CSP,CSP_Function,CC,CC_Function,OE,OE_Function,APP,APP_Function,APP_Benefit,APP Benefit Rating,FA,FA_Function,FA_Benefit,FA Benefit Rating ,FR,FR_Function,FR_Benefit,FR Benefit Rating ,AM,AM_Function,AM_Benefit,AM Benefit Rating,WBF,WBF_Function,WBF_Benefit,WBF Benefit Rating,WBN,WBN_Function,WBN_Benefit,WBN Benefit Rating,RSB,RSB_Function,RSB_Benefit,RSB Benefit Rating,KMH,KMH_Function,KMH_Benefit,KMH Benefit Rating,PH,PH_Function,PH_Benefit,PH Benefit Rating,POL,POL_Function,POL_Benefit,POL Benefit Rating,CRI_Benefit,PU Benefit Rating,Sens_Benefit,Sens Benefit Rating,STR_Benefit,STR Benefit Rating
258,0,3,4,4,3,3,0,3,3,2,0,0.0,4,1,2,4,0,0.22,0.09183673469387756,3,3,1,0,2,3,3,2272,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,3,3,2,0,0,0,0,2,0,5,0,0,3,3,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,3,2,0,1,0,1,2,1,4,1,4,1,0,2,1,0,1,2,0,0,0,1,0,0.0,0,0,1,3,1,3,4,0,1,2,2,2,1,0,0,4,0.0,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.0,0.0,0.4166666666666667,0.5,5,9,-1,-1,-1,0,1,-1,1,4,-1,0.0,0.0,0.0,-0.6900056465273857,0,10.0,2,5.4473480947476824,1,6.8066282262115285,2,1.3967340378492186,0,0.0,0,3.0823945750579336,1,2.262433007371251,1,1.1448849276194342,0,3.568376068376068,1,8.296616837136114,2.0,4,1,1.3253429218271413,0,8.145563348797625,2,8.961825070991472,2,8.91732706187398,2,5.743261084231399,2,8.480253105394667,1,10.0,2,10.060558353207318,2,7.4314368729371,2,5.047456417684366,1,8.345781431437445,2,7.613584240824293,2,10.0,2,7.87470810265947,2,10.0,2,5.95123060963787,1,8.950418544752093,2,10.942986713853614,2,7.500000000000001,2,0.8894855921346901,0,10.0,2,8.693964209887774,2,10.0,2,0.0,0,4.302008279460388,1,10.0,2
261,0,2,4,6,3,2,1,3,3,2,3,0.0,3,4,4,1,1,0.28,0.09183673469387756,3,3,1,0,1,3,3,1974,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,0,2,0,3,0,0,4,0,0,0,1,22,3,0,0,0,0,0,0,2,1,1,1,3,0,0,2,3,2,2,3,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,1,2,1,4,0,0,2,5,1,0,0,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.0,0.0,0.0,0.0,0.0,0,0,2,3,-1,2,0,0,0,2,2,0.3,23.7,23.4,2.09,0,0.0,0,7.21,2,5.74,2,3.04,0,4.51,1,3.43,1,6.4,2,1.67,0,5.06,1,4.75,1.0,4,1,5.63,1,6.29,1,8.26,2,4.83,1,4.79,1,8.92,2,0.0,0,7.92,2,0.0,0,5.38,1,5.34,2,0.0,0,0.0,0,0.0,0,0.0,0,7.72,2,5.89,1,4.04,1,0.0,0,8.83,2,10.0,2,9.67,2,10.0,2,0.0,0,6.66,2,4.55,1
263,0,2,3,5,5,3,1,2,3,1,4,0.0,6,3,5,2,1,0.1837,0.09183673469387756,3,3,1,2,2,3,3,1865,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,2,3,2,1,1,0,2,0,2,4,2,15,1,3,2,3,0,0,0,2,1,1,1,2,0,0,2,2,2,3,1,3,0,0,1,1,1,2,1,3,4,4,0,1,0,0,1,0,0,0,0,2,0.0,0,2,0,2,1,0,4,5,1,0,3,5,0,0,0,0,0.0,3,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.0,0.3333333333333333,0.0,0.6666666666666666,2,3,2,1,-1,3,0,0,2,3,2,0.0,64.0,64.0,2.1,0,3.82,1,7.66,2,6.77,2,3.98,1,0.0,0,4.47,1,0.0,0,3.44,1,10.0,2,7.26,2.0,4,1,6.84,1,4.44,1,9.21,2,4.98,1,5.29,2,7.25,1,3.89,1,9.31,2,0.0,0,2.31,0,10.0,2,9.07,2,10.0,2,8.48,2,10.0,2,6.21,1,10.0,2,10.94,2,10.0,2,5.85,1,10.0,2,8.82,2,10.0,2,0.0,0,4.88,1,4.12,1
265,0,4,4,4,3,3,1,2,1,0,1,0.0,4,1,2,1,0,0.004,0.09183673469387756,3,3,1,1,1,2,3,2034,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,0,2,0,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,2,3,1,3,0,0,1,1,1,2,1,3,1,4,0,1,0,1,2,1,0,0,0,2,0.0,2,2,1,4,0,0,2,5,1,0,0,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,2,4,2,1,-1,0,1,0,1,3,2,0.0,15.0,15.0,1.66,0,10.0,2,5.18,1,6.38,2,3.15,0,4.95,1,3.27,1,10.0,2,2.88,1,10.0,2,7.5,2.0,10,2,1.04,0,7.28,2,8.63,2,6.21,1,2.26,0,0.0,0,0.0,0,8.63,2,6.2,2,5.31,1,8.75,2,8.27,2,10.0,2,0.0,0,0.0,0,5.94,1,8.77,2,6.77,2,7.5,2,4.51,1,10.0,2,8.87,2,10.0,2,0.0,0,0.0,0,4.84,1
267,0,0,3,4,6,3,2,2,0,1,4,0.0,6,5,5,2,1,0.38,0.09183673469387756,3,3,1,2,0,1,3,1904,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,3,2,0,0,0,1,0,0,5,0,0,3,4,0,3,0,0,0,1,0,2,1,1,0,2,2,2,1,3,1,4,0,0,1,1,1,3,1,2,1,3,0,1,0,0,2,1,0,0,0,2,0.0,1,2,1,3,1,2,2,5,1,0,1,5,0,0,0,6,0.0,2,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,2,3,2,1,-1,0,1,0,2,3,2,0.0,40.3,40.3,1.49,0,10.0,2,7.52,2,10.0,2,2.69,0,5.87,1,3.94,1,10.0,2,2.16,0,10.0,2,7.1,2.0,10,2,6.63,1,3.52,1,9.24,2,3.45,0,5.84,2,7.01,1,3.92,1,8.34,2,0.0,0,2.02,0,7.2,2,0.0,0,0.0,0,7.84,2,10.0,2,5.89,1,10.0,2,10.94,2,10.0,2,1.69,0,10.0,2,8.68,2,10.0,2,0.0,0,4.3,1,10.0,2
270,0,2,3,4,6,0,3,1,0,2,4,0.0,5,5,5,4,0,0.67,0.09183673469387756,3,3,2,0,1,3,1,1706,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,3,0,1,0,3,0,2,3,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,4,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1.0,2,2,0,2,1,1,4,0,1,0,1,4,0,0,0,6,0.0,0,7.2,137.21428571428572,1.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,-1,0,1,0,1,2,2,0.0,16.7,16.7,5.756634669678149,1,10.0,2,3.2440782698249233,1,3.0622548732909936,1,3.549448393815356,1,4.344101254184316,1,3.2437219231265466,1,6.2426114345080075,2,3.531245082067082,1,4.764957264957264,1,6.372934697088906,2.0,10,2,4.099347449726994,1,5.728128449113495,1,5.024647727279895,1,4.695425224795151,1,10.0,2,5.695949954160598,1,6.397813866584691,1,6.184321914962366,2,5.849474523250892,2,2.6427750318219023,0,10.0,2,5.209864039290853,1,10.0,2,7.654710390744053,2,6.666666666666666,2,8.416470925824468,2,10.0,2,1.9368394527542978,1,7.500000000000001,2,4.318126966554251,1,10.0,2,8.669699727024566,2,10.0,2,0.0,0,4.25487175078769,1,3.6736964078794903,1
273,0,0,4,5,1,3,1,3,2,2,2,0.0,6,3,5,1,1,0.469,0.09183673469387756,3,3,2,0,1,2,4,2083,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,0,0,0,5,0,1,0,0,2,2,0,0,0,0,0,0,4,0,0,1,3,0,0,2,2,2,3,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2,2,1,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,1,2,0,-1,0,1,0,2,3,2,0.0,63.3,63.3,1.92,0,0.0,0,7.23,2,6.86,2,0.75,0,0.0,0,5.56,2,0.0,0,2.18,0,0.0,0,7.25,2.0,6,2,6.61,1,6.34,1,8.13,1,4.96,1,5.36,2,6.08,1,3.59,1,6.3,2,0.0,0,0.25,0,6.69,2,0.0,0,0.0,0,0.0,0,0.0,0,5.58,1,9.05,2,5.36,2,10.0,2,7.23,2,10.0,2,9.3,2,10.0,2,0.0,0,0.0,0,0.0,0
274,0,1,4,5,1,3,2,3,4,2,4,0.0,5,3,5,3,3,0.3122,0.09183673469387756,3,3,1,1,1,2,3,1846,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,3,1,0,0,0,0,0,4,4,0,2,3,3,0,2,0,0,0,2,3,0,0,0,0,3,2,2,2,3,1,2,0,0,2,2,1,3,1,3,3,3,2,1,0,1,2,1,0,0,0,1,0.0,0,2,1,4,0,0,2,5,1,0,0,5,0,0,0,2,0.0,2,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,2,3,2,3,-1,0,2,0,2,3,2,5.3,100.7,95.4,2.36,0,3.85,1,7.6,2,5.49,2,3.72,1,5.16,1,4.33,1,6.81,2,3.13,1,5.06,1,6.87,2.0,0,0,6.54,1,5.84,1,7.92,1,6.01,1,5.7,2,0.0,0,0.0,0,9.09,2,0.0,0,4.53,1,8.6,2,8.02,2,10.0,2,9.17,2,10.0,2,6.44,1,8.15,2,10.94,2,7.5,2,6.74,1,10.0,2,9.25,2,10.0,2,0.0,0,5.41,1,4.71,1
275,0,0,4,4,2,2,0,2,3,2,4,0.0,5,5,5,1,1,0.49,0.09183673469387756,3,3,1,0,2,1,3,1846,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,2,3,2,0,0,1,3,0,1,5,1,22,2,2,2,2,0,0,0,3,0,1,1,1,1,1,2,2,1,2,1,1,0,0,1,1,2,3,1,4,2,2,2,1,0,0,0,1,1,0,1,2,0.0,1,2,0,4,0,0,2,5,1,0,1,5,0,0,0,6,0.0,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,-1,0,1,1,0,2,2,0.0,61.7,61.7,1.52,0,0.0,0,7.12,2,10.0,2,2.32,0,4.1,1,3.78,1,5.77,2,2.0,0,3.72,1,7.1,2.0,4,1,6.9,1,6.04,1,7.56,1,5.68,1,7.33,2,7.16,1,0.0,0,9.79,2,0.0,0,4.08,1,5.85,2,0.0,0,0.0,0,9.01,2,10.0,2,7.73,2,6.81,2,10.94,2,7.5,2,5.44,1,10.0,2,9.39,2,10.0,2,0.0,0,5.71,1,1.63,0
276,0,4,4,4,3,2,0,0,4,1,4,0.0,6,0,4,2,1,0.05,0.09183673469387756,3,3,1,0,1,1,3,2041,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,2,2,3,1,0,0,3,0,4,3,2,6,3,3,3,2,0,0,0,2,2,2,1,3,0,2,2,2,2,3,1,3,0,0,0,1,2,2,1,3,2,4,1,1,0,0,0,1,0,0,1,0,0.0,1,2,0,3,1,0,3,0,1,1,1,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,0,-1,0,3,0,2,3,2,5.0,76.0,71.0,1.42,0,0.0,0,7.29,2,10.0,2,1.95,0,4.61,1,5.65,2,6.52,2,1.65,0,10.0,2,7.3,2.0,0,0,7.0,1,7.45,2,9.05,2,6.62,2,4.05,1,7.28,1,2.92,1,8.85,2,0.0,0,1.41,0,7.67,2,8.5,2,10.0,2,9.21,2,10.0,2,6.3,1,6.97,2,10.94,2,10.0,2,5.55,1,10.0,2,9.06,2,10.0,2,0.0,0,0.0,0,2.21,0
284,0,2,4,5,3,2,1,3,3,2,3,0.0,6,4,4,1,3,0.156,0.09183673469387756,3,3,1,0,2,2,1,1947,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,1,2,2,5,0,2,0,0,0,0,0,23,3,0,0,0,0,0,0,0,3,1,1,1,0,0,2,3,1,1,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,2,2,1,4,0,0,4,5,1,0,1,5,0,0,0,0,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3,0,0,2,-1,1,2,0,0,0,2,3.7,29.3,25.6,6.02,1,0.0,0,0.95,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,2.1,1.0,4,1,8.15,2,4.96,1,0.0,0,2.01,0,2.21,0,5.01,1,0.0,0,3.53,1,0.0,0,0.94,0,6.54,2,0.0,0,0.0,0,0.0,0,0.0,0,8.94,2,7.19,2,3.17,1,10.0,2,5.81,1,10.0,2,9.71,2,10.0,2,0.0,0,7.84,2,0.0,0
285,0,3,4,3,0,3,1,3,3,2,3,0.0,2,4,5,3,1,0.603,0.09183673469387756,3,3,1,0,2,2,5,2077,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,3,0,1,1,0,2,0,1,4,0,14,3,3,0,3,0,0,0,1,0,0,0,0,0,2,2,1,2,3,0,4,0,0,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0.0,0,2,1,3,1,1,4,0,1,0,3,4,0,0,0,6,0.007692307692307693,3,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2,4,2,1,-1,0,1,0,1,3,2,3.4259459459459456,66.23146067415729,62.378282828282835,4.46,1,0.0,0,4.71,1,4.84,1,2.72,0,0.0,0,4.24,1,0.0,0,3.56,1,0.0,0,6.85,2.0,4,1,2.02,0,6.03,1,8.04,1,7.89,2,10.0,2,7.54,1,5.57,1,9.41,2,4.94,1,7.45,2,8.46,2,8.82,2,10.0,2,8.31,2,10.0,2,6.18,1,8.69,2,10.94,2,0.0,0,4.34,1,10.0,2,9.24,2,10.0,2,0.0,0,0.0,0,2.6,0
286,0,4,4,5,5,3,2,3,0,0,2,0.0,3,0,2,1,0,0.005,0.09183673469387756,3,3,1,1,2,2,2,2024,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,2,2,2,0,4,0,2,0,1,1,1,170,3,0,0,0,0,1,1,1,0,1,1,3,0,1,1,0,2,1,3,4,0,0,3,1,1,2,1,2,4,2,0,1,0,0,1,1,0,3,0,0,0.0,0,2,1,3,1,2,1,5,1,0,7,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3,0,1,4,-1,1,1,0,1,0,2,0.0,0.0,0.0,8.13,2,10.0,2,0.99,0,0.0,0,10.0,2,4.97,1,10.0,2,10.0,2,10.0,2,10.0,2,4.4,1.0,10,2,5.51,1,6.97,2,0.0,0,6.11,1,2.51,0,6.46,1,10.0,2,7.36,2,6.54,2,5.9,1,10.0,2,7.23,2,10.0,2,0.0,0,0.0,0,9.24,2,9.58,2,10.94,2,0.0,0,5.88,1,10.0,2,8.28,1,10.0,2,6.26,2,8.08,2,2.53,0
288,0,3,4,5,5,1,0,2,4,2,4,0.0,6,5,5,0,3,0.38,0.09183673469387756,3,3,0,2,2,1,3,1833,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,2,3,2,0,0,2,1,0,1,5,0,7,2,3,1,3,0,0,0,0,0,2,1,0,1,2,2,3,1,4,1,1,1,0,0,1,2,4,1,4,2,4,0,0,0,0,0,0,0,0,1,4,0.0,0,2,0,1,1,0,4,1,1,2,1,5,0,0,0,6,0.007692307692307693,3,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.6666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,2,3,2,1,-1,0,1,1,0,3,2,3.4259459459459456,66.23146067415729,21.0,1.11,0,3.71,1,7.29,2,10.0,2,1.8,0,0.0,0,4.78,1,2.02,1,1.8740146418487216,0,3.2692307692307687,1,8.78,2.0,0,0,5.72,1,4.4,1,8.22,1,5.0659078009258725,1,6.31568729983859,2,7.54915601574718,1,3.2887104555553037,1,9.03,2,0.0,0,2.04,0,5.77,2,9.87,2,10.0,2,8.53,2,10.0,2,0.0,0,0.0,0,10.94,2,10.0,2,4.99,1,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,2
297,0,3,4,6,1,3,1,2,3,0,4,0.0,6,5,5,1,3,0.528,0.09183673469387756,3,3,1,1,2,3,4,1835,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,1,2,3,0,3,0,0,2,2,1,7,0,1,0,1,0,0,0,1,3,1,1,2,0,1,2,2,2,2,3,3,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0,2,1,4,0,0,3,5,1,0,0,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1,2,2,2,-1,2,2,0,2,2,2,2.0,103.7,101.7,2.55,0,3.14,1,7.75,2,3.06,1,2.28,0,4.56,1,4.95,1,6.18,2,1.31,0,10.0,2,4.38,1.0,4,1,7.0,1,4.72,1,8.33,2,2.57,0,6.92,2,0.0,0,0.0,0,7.53,2,0.0,0,0.72,0,10.0,2,6.28,1,10.0,2,7.11,1,10.0,2,7.65,2,8.73,2,10.94,2,10.0,2,8.03,2,10.0,2,9.56,2,10.0,2,0.0,0,6.08,1,10.0,2
298,0,3,4,4,6,0,0,1,3,2,4,0.0,4,1,4,4,0,0.17,0.09183673469387756,3,3,2,0,2,2,3,1911,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,0,2,2,0,2,0,2,3,2,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,5,1,0,1,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,1,2,-1,-1,-1,2,4,-1,2,1,-1,10.3,61.3,51.0,5.479249011857707,1,10.0,2,1.0092687950566428,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.1093627065302911,0.0,4,1,9.246637368491143,2,6.284834562352131,1,0.0,0,2.025974347368275,0,2.1905331194413047,0,0.0,0,0.0,0,2.9002559875931366,1,0.0,0,2.1959694744912746,0,5.080551836682279,2,4.88025383078653,1,5.0,1,0.0,0,0.0,0,7.426907594471297,2,3.283966516419832,1,0.9678024525794554,0,7.500000000000001,2,4.028743064206441,1,2.463490929116593,0,8.861562459378655,2,10.0,2,0.0,0,5.878167458529772,1,0.0,0
299,0,0,4,6,0,3,1,3,4,2,4,0.0,6,4,5,0,1,0.907,0.09183673469387756,3,3,1,0,2,2,4,1669,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,1,1,2,3,0,1,0,0,4,0,2,23,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,2,0,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,2,2,1,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,3,-1,1,2,0,2,2,2,5.3,232.0,226.7,-0.21,0,0.0,0,8.76,2,6.03,2,0.54,0,3.86,1,5.24,1,5.41,2,0.27,0,3.72,1,2.29,1.0,0,0,7.23,2,4.95,1,9.61,2,1.53,0,10.0,2,7.19,1,0.0,0,5.62,1,0.0,0,2.46,0,7.8,2,0.0,0,0.0,0,0.0,0,0.0,0,9.38,2,8.6,2,10.94,2,10.0,2,8.28,2,10.0,2,9.72,2,10.0,2,0.0,0,6.65,2,1.7,0
307,0,0,4,5,3,1,0,3,4,2,5,0.0,6,2,5,0,1,0.03,0.09183673469387756,3,3,0,0,2,2,5,2026,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,1,0,0,1,0,2,1,2,4,1,0,23,2,0,0,0,0,0,0,0,3,2,1,0,0,0,2,2,0,1,4,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.4444444444444444,0.0,0.4166666666666667,0.0,0.0,4,7,0,3,-1,3,2,0,2,0,2,6.0,57.0,51.0,5.31,1,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.65,0.0,0,0,9.86,2,7.09,2,0.0,0,2.51,0,0.0,0,4.32,1,0.0,0,3.12,1,0.0,0,0.75,0,5.49,2,0.0,0,0.0,0,0.0,0,0.0,0,9.22,2,5.03,1,10.94,2,10.0,2,5.51,1,10.0,2,9.37,2,3.33,0,0.0,0,4.28,1,0.0,0
308,0,0,4,6,3,2,2,3,4,2,4,0.0,5,5,5,0,1,0.47,0.09183673469387756,3,3,0,0,2,2,5,2008,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,1,0,0,0,3,0,1,4,1,1,23,2,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2,0,2,2,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,1,3,0.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,1.0,4,8,0,3,-1,0,4,0,2,2,2,8.0,64.0,56.0,2.88,1,0.0,0,5.11,1,5.04,2,2.46,0,0.0,0,6.82,2,0.0,0,2.37,1,0.0,0,3.38,1.0,0,0,7.64,2,7.28,2,8.78,2,4.35,1,5.82,2,5.71,1,0.0,0,6.83,2,0.0,0,2.99,0,5.54,2,0.0,0,0.0,0,0.0,0,0.0,0,7.43,2,6.52,1,10.94,2,7.5,2,6.9,2,10.0,2,9.35,2,10.0,2,0.0,0,4.08,1,0.0,0
310,0,1,5,6,1,3,1,3,0,2,4,0.0,4,4,5,0,2,0.28,0.09183673469387756,3,3,2,0,2,3,5,1824,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,1,0,0,1,0,3,0,0,4,2,1,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,5,1,0,4,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,3,-1,0,4,0,2,0,2,4.7,254.7,250.0,10.0,2,0.0,0,0.95,0,0.0,0,7.48,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.44,0.0,10,2,9.29,2,3.39,0,0.0,0,0.22,0,2.7,1,0.0,0,0.0,0,0.0,0,0.0,0,3.94,1,6.8,2,0.0,0,0.0,0,0.0,0,0.0,0,9.16,2,8.06,2,1.79,1,7.5,2,6.24,1,10.0,2,9.02,2,10.0,2,0.0,0,4.9,1,0.0,0
312,0,3,3,6,1,2,1,4,0,1,5,0.0,2,4,4,3,1,0.322,0.09183673469387756,3,3,0,0,1,2,3,1991,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,3,1,1,1,0,2,0,0,5,0,14,0,3,1,3,0,0,0,2,1,1,0,0,0,0,1,2,2,3,1,3,0,0,1,1,1,2,1,2,3,4,1,1,0,0,1,1,0,0,1,1,0.0,0,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,2,3,0,1,-1,0,0,0,2,3,2,1.0,45.0,44.0,1.74,0,0.0,0,7.97,2,10.0,2,3.28,0,4.91,1,5.45,1,6.65,2,3.56,1,10.0,2,6.4,2.0,10,2,6.81,1,8.58,2,9.0,2,8.15,2,7.15,2,7.82,1,5.61,1,9.52,2,5.13,1,8.53,2,7.31,2,8.8,2,10.0,2,9.59,2,6.67,2,7.02,2,5.73,1,10.94,2,0.0,0,8.24,2,10.0,2,9.2,2,10.0,2,0.0,0,0.0,0,2.11,0
